time,open,high,low,close
2022-09-12T16:15:00+09:00,1723.215,1723.345,1722.75,1723.285
2022-09-12T16:16:00+09:00,1723.285,1723.925,1723.015,1723.375
2022-09-12T16:17:00+09:00,1723.375,1723.595,1722.94,1723.36
2022-09-12T16:18:00+09:00,1723.36,1723.89,1723.22,1723.675
2022-09-12T16:19:00+09:00,1723.675,1723.9,1723.53,1723.765
2022-09-12T16:20:00+09:00,1723.765,1724.005,1723.475,1723.535
2022-09-12T16:21:00+09:00,1723.535,1724.06,1723.165,1723.835
2022-09-12T16:22:00+09:00,1723.835,1724.695,1723.815,1724.695
2022-09-12T16:23:00+09:00,1724.695,1725.71,1724.695,1725.645
2022-09-12T16:24:00+09:00,1725.645,1725.83,1725.255,1725.81
2022-09-12T16:25:00+09:00,1725.81,1726.44,1725.425,1725.78
2022-09-12T16:26:00+09:00,1725.78,1726.01,1725.375,1725.75
2022-09-12T16:27:00+09:00,1725.75,1725.815,1725.5549999999998,1725.61
2022-09-12T16:28:00+09:00,1725.61,1725.955,1725.515,1725.515
2022-09-12T16:29:00+09:00,1725.515,1726.595,1725.515,1726.325
2022-09-12T16:30:00+09:00,1726.325,1726.53,1725.475,1726.075
2022-09-12T16:31:00+09:00,1726.075,1726.23,1725.405,1726.055
2022-09-12T16:32:00+09:00,1726.055,1726.07,1725.655,1725.98
2022-09-12T16:33:00+09:00,1725.98,1726.285,1725.445,1725.8
2022-09-12T16:34:00+09:00,1725.8,1725.96,1725.475,1725.51
2022-09-12T16:35:00+09:00,1725.51,1725.59,1725.305,1725.35
2022-09-12T16:36:00+09:00,1725.35,1726.33,1725.33,1726.225
2022-09-12T16:37:00+09:00,1726.225,1726.495,1725.58,1725.795
2022-09-12T16:38:00+09:00,1725.795,1725.88,1724.875,1724.88
2022-09-12T16:39:00+09:00,1724.88,1725.35,1724.855,1724.855
2022-09-12T16:40:00+09:00,1724.855,1724.905,1724.365,1724.51
2022-09-12T16:41:00+09:00,1724.51,1725.15,1724.51,1724.76
2022-09-12T16:42:00+09:00,1724.76,1725.045,1724.52,1724.78
2022-09-12T16:43:00+09:00,1724.78,1724.815,1724.385,1724.385
2022-09-12T16:44:00+09:00,1724.385,1724.74,1724.07,1724.615
2022-09-12T16:45:00+09:00,1724.615,1724.745,1724.17,1724.335
2022-09-12T16:46:00+09:00,1724.335,1724.43,1723.675,1724.225
2022-09-12T16:47:00+09:00,1724.225,1724.7,1724.215,1724.24
2022-09-12T16:48:00+09:00,1724.24,1724.465,1724.1,1724.285
2022-09-12T16:49:00+09:00,1724.285,1724.82,1724.2849999999999,1724.795
2022-09-12T16:50:00+09:00,1724.795,1724.81,1724.4099999999999,1724.545
2022-09-12T16:51:00+09:00,1724.545,1724.565,1723.85,1724.165
2022-09-12T16:52:00+09:00,1724.165,1724.58,1724.075,1724.49
2022-09-12T16:53:00+09:00,1724.49,1724.89,1724.38,1724.52
2022-09-12T16:54:00+09:00,1724.52,1724.65,1724.32,1724.495
2022-09-12T16:55:00+09:00,1724.495,1725.2,1724.495,1725.065
2022-09-12T16:56:00+09:00,1725.065,1725.23,1724.7,1724.7
2022-09-12T16:57:00+09:00,1724.7,1724.89,1724.32,1724.77
2022-09-12T16:58:00+09:00,1724.77,1724.955,1724.64,1724.845
2022-09-12T16:59:00+09:00,1724.845,1725.335,1724.41,1724.455
2022-09-12T17:00:00+09:00,1724.455,1724.8200000000002,1724.21,1724.27
2022-09-12T17:01:00+09:00,1724.27,1725.73,1724.27,1725.73
2022-09-12T17:02:00+09:00,1725.73,1725.805,1725.26,1725.28
2022-09-12T17:03:00+09:00,1725.28,1725.77,1725.175,1725.755
2022-09-12T17:04:00+09:00,1725.755,1725.91,1725.3,1725.345
2022-09-12T17:05:00+09:00,1725.345,1725.54,1724.245,1724.52
2022-09-12T17:06:00+09:00,1724.52,1725.185,1724.46,1725.155
2022-09-12T17:07:00+09:00,1725.155,1725.63,1724.86,1724.86
2022-09-12T17:08:00+09:00,1724.86,1725.14,1724.3049999999998,1724.46
2022-09-12T17:09:00+09:00,1724.46,1724.46,1722.96,1723.395
2022-09-12T17:10:00+09:00,1723.395,1723.74,1722.745,1723.085
2022-09-12T17:11:00+09:00,1723.085,1723.395,1722.135,1722.135
2022-09-12T17:12:00+09:00,1722.135,1722.81,1721.995,1722.615
2022-09-12T17:13:00+09:00,1722.615,1722.705,1722.035,1722.41
2022-09-12T17:14:00+09:00,1722.41,1722.72,1722.235,1722.58
2022-09-12T17:15:00+09:00,1722.58,1722.765,1722.245,1722.765
2022-09-12T17:16:00+09:00,1722.765,1722.775,1722.4299999999998,1722.595
2022-09-12T17:17:00+09:00,1722.595,1722.965,1722.595,1722.87
2022-09-12T17:18:00+09:00,1722.87,1722.87,1722.465,1722.63
2022-09-12T17:19:00+09:00,1722.63,1722.785,1722.215,1722.785
2022-09-12T17:20:00+09:00,1722.785,1722.935,1722.545,1722.86
2022-09-12T17:21:00+09:00,1722.86,1723.495,1722.815,1723.495
2022-09-12T17:22:00+09:00,1723.495,1723.89,1723.31,1723.385
2022-09-12T17:23:00+09:00,1723.385,1723.495,1722.95,1723.02
2022-09-12T17:24:00+09:00,1723.02,1723.44,1723.02,1723.23
2022-09-12T17:25:00+09:00,1723.23,1723.23,1722.6799999999998,1722.99
2022-09-12T17:26:00+09:00,1722.99,1723.15,1722.835,1723.005
2022-09-12T17:27:00+09:00,1723.005,1723.045,1722.76,1723.015
2022-09-12T17:28:00+09:00,1723.015,1723.995,1723.015,1723.975
2022-09-12T17:29:00+09:00,1723.975,1724.04,1723.71,1723.92
2022-09-12T17:30:00+09:00,1723.92,1724.3000000000002,1723.86,1724.245
2022-09-12T17:31:00+09:00,1724.245,1724.58,1724.16,1724.47
2022-09-12T17:32:00+09:00,1724.47,1724.84,1724.45,1724.7
2022-09-12T17:33:00+09:00,1724.7,1724.8400000000001,1724.285,1724.775
2022-09-12T17:34:00+09:00,1724.775,1724.835,1724.655,1724.73
2022-09-12T17:35:00+09:00,1724.73,1725.095,1724.615,1724.89
2022-09-12T17:36:00+09:00,1724.89,1725.36,1724.89,1724.985
2022-09-12T17:37:00+09:00,1724.985,1725.185,1724.75,1724.79
2022-09-12T17:38:00+09:00,1724.79,1724.885,1724.665,1724.83
2022-09-12T17:39:00+09:00,1724.83,1725.01,1724.45,1724.485
2022-09-12T17:40:00+09:00,1724.485,1724.74,1724.36,1724.43
2022-09-12T17:41:00+09:00,1724.43,1724.62,1724.1799999999998,1724.33
2022-09-12T17:42:00+09:00,1724.33,1725.54,1724.33,1725.045
2022-09-12T17:43:00+09:00,1725.045,1725.21,1724.98,1725.0700000000002
2022-09-12T17:44:00+09:00,1725.0700000000002,1725.165,1724.88,1724.91
2022-09-12T17:45:00+09:00,1724.91,1725.2800000000002,1724.72,1725.27
2022-09-12T17:46:00+09:00,1725.27,1725.53,1724.995,1724.995
2022-09-12T17:47:00+09:00,1724.995,1725.505,1724.875,1725.285
2022-09-12T17:48:00+09:00,1725.285,1725.415,1724.61,1724.78
2022-09-12T17:49:00+09:00,1724.78,1724.835,1724.41,1724.46
2022-09-12T17:50:00+09:00,1724.46,1724.46,1723.79,1724.115
2022-09-12T17:51:00+09:00,1724.115,1724.22,1723.76,1723.845
2022-09-12T17:52:00+09:00,1723.845,1724.34,1723.845,1724.02
2022-09-12T17:53:00+09:00,1724.02,1724.435,1723.905,1724.28
2022-09-12T17:54:00+09:00,1724.28,1724.35,1724.095,1724.13
2022-09-12T17:55:00+09:00,1724.13,1725.365,1724.06,1725.32
2022-09-12T17:56:00+09:00,1725.32,1725.36,1724.6,1724.61
2022-09-12T17:57:00+09:00,1724.61,1725.145,1724.61,1725.125
2022-09-12T17:58:00+09:00,1725.125,1725.505,1725.045,1725.505
2022-09-12T17:59:00+09:00,1725.505,1725.905,1725.49,1725.83
2022-09-12T18:00:00+09:00,1725.83,1726.015,1725.655,1726
2022-09-12T18:01:00+09:00,1726,1726.4450000000002,1726,1726.415
2022-09-12T18:02:00+09:00,1726.415,1727.065,1726.415,1726.825
2022-09-12T18:03:00+09:00,1726.825,1727.25,1726.34,1726.5
2022-09-12T18:04:00+09:00,1726.5,1727.0500000000002,1726.44,1726.485
2022-09-12T18:05:00+09:00,1726.485,1726.505,1725.98,1726.33
2022-09-12T18:06:00+09:00,1726.33,1726.38,1726.01,1726.04
2022-09-12T18:07:00+09:00,1726.04,1726.525,1726.04,1726.34
2022-09-12T18:08:00+09:00,1726.34,1726.635,1726.34,1726.4
2022-09-12T18:09:00+09:00,1726.4,1726.4,1726.065,1726.4
2022-09-12T18:10:00+09:00,1726.4,1726.45,1725.775,1725.86
2022-09-12T18:11:00+09:00,1725.86,1726.165,1725.815,1726.14
2022-09-12T18:12:00+09:00,1726.14,1726.17,1725.62,1725.855
2022-09-12T18:13:00+09:00,1725.855,1725.94,1725.77,1725.85
2022-09-12T18:14:00+09:00,1725.85,1726.7,1725.85,1726.51
2022-09-12T18:15:00+09:00,1726.51,1726.625,1726.365,1726.58
2022-09-12T18:16:00+09:00,1726.58,1726.765,1726.415,1726.725
2022-09-12T18:17:00+09:00,1726.725,1726.925,1726.295,1726.37
2022-09-12T18:18:00+09:00,1726.37,1726.94,1726.23,1726.79
2022-09-12T18:19:00+09:00,1726.79,1726.79,1726.42,1726.42
2022-09-12T18:20:00+09:00,1726.42,1726.9250000000002,1726.33,1726.81
2022-09-12T18:21:00+09:00,1726.81,1726.81,1726.215,1726.6599999999999
2022-09-12T18:22:00+09:00,1726.6599999999999,1726.99,1726.64,1726.97
2022-09-12T18:23:00+09:00,1726.97,1727.055,1726.75,1726.765
2022-09-12T18:24:00+09:00,1726.765,1726.89,1726.335,1726.36
2022-09-12T18:25:00+09:00,1726.36,1726.56,1726.04,1726.04
2022-09-12T18:26:00+09:00,1726.04,1726.18,1725.68,1725.915
2022-09-12T18:27:00+09:00,1725.915,1726.33,1725.78,1726.225
2022-09-12T18:28:00+09:00,1726.225,1726.3,1726.04,1726.085
2022-09-12T18:29:00+09:00,1726.085,1726.94,1726.085,1726.67
2022-09-12T18:30:00+09:00,1726.67,1727.26,1726.37,1727.01
2022-09-12T18:31:00+09:00,1727.01,1727.18,1726.94,1727.06
2022-09-12T18:32:00+09:00,1727.06,1727.2,1726.205,1726.385
2022-09-12T18:33:00+09:00,1726.385,1726.865,1726.305,1726.545
2022-09-12T18:34:00+09:00,1726.545,1726.875,1726.415,1726.82
2022-09-12T18:35:00+09:00,1726.82,1726.96,1726.655,1726.89
2022-09-12T18:36:00+09:00,1726.89,1726.89,1726.65,1726.71
2022-09-12T18:37:00+09:00,1726.71,1726.84,1726.465,1726.81
2022-09-12T18:38:00+09:00,1726.81,1727.14,1726.745,1726.985
2022-09-12T18:39:00+09:00,1726.985,1727.47,1726.8899999999999,1727.32
2022-09-12T18:40:00+09:00,1727.32,1727.42,1726.915,1727.01
2022-09-12T18:41:00+09:00,1727.01,1727.17,1726.94,1727.01
2022-09-12T18:42:00+09:00,1727.01,1727.02,1726.57,1726.59
2022-09-12T18:43:00+09:00,1726.59,1726.8000000000002,1726.52,1726.7
2022-09-12T18:44:00+09:00,1726.7,1726.95,1726.61,1726.64
2022-09-12T18:45:00+09:00,1726.64,1726.995,1726.32,1726.465
2022-09-12T18:46:00+09:00,1726.465,1726.53,1726.25,1726.265
2022-09-12T18:47:00+09:00,1726.265,1726.715,1726.055,1726.53
2022-09-12T18:48:00+09:00,1726.53,1726.745,1726.215,1726.42
2022-09-12T18:49:00+09:00,1726.42,1726.475,1726.07,1726.12
2022-09-12T18:50:00+09:00,1726.12,1726.175,1725.56,1725.615
2022-09-12T18:51:00+09:00,1725.615,1725.695,1724.695,1724.75
2022-09-12T18:52:00+09:00,1724.75,1724.875,1724.415,1724.58
2022-09-12T18:53:00+09:00,1724.58,1725.405,1724.505,1725.19
2022-09-12T18:54:00+09:00,1725.19,1725.555,1725.19,1725.385
2022-09-12T18:55:00+09:00,1725.385,1725.5,1725.01,1725.25
2022-09-12T18:56:00+09:00,1725.25,1725.505,1725.19,1725.43
2022-09-12T18:57:00+09:00,1725.43,1725.475,1724.955,1725.015
2022-09-12T18:58:00+09:00,1725.015,1725.185,1725.005,1725.09
2022-09-12T18:59:00+09:00,1725.09,1725.405,1725.09,1725.31
2022-09-12T19:00:00+09:00,1725.31,1725.685,1725.105,1725.315
2022-09-12T19:01:00+09:00,1725.315,1725.315,1724.4299999999998,1724.62
2022-09-12T19:02:00+09:00,1724.62,1725.3400000000001,1724.62,1725.065
2022-09-12T19:03:00+09:00,1725.065,1725.38,1724.83,1724.905
2022-09-12T19:04:00+09:00,1724.905,1725.065,1724.65,1724.94
2022-09-12T19:05:00+09:00,1724.94,1725.005,1724.15,1724.255
2022-09-12T19:06:00+09:00,1724.255,1724.48,1724.245,1724.365
2022-09-12T19:07:00+09:00,1724.365,1724.385,1724.13,1724.235
2022-09-12T19:08:00+09:00,1724.235,1724.25,1723.545,1723.58
2022-09-12T19:09:00+09:00,1723.58,1724.33,1723.46,1723.805
2022-09-12T19:10:00+09:00,1723.805,1724.17,1723.74,1724.09
2022-09-12T19:11:00+09:00,1724.09,1724.65,1724.01,1724.65
2022-09-12T19:12:00+09:00,1724.65,1724.94,1724.5149999999999,1724.515
2022-09-12T19:13:00+09:00,1724.515,1724.76,1724.515,1724.605
2022-09-12T19:14:00+09:00,1724.605,1724.71,1724.395,1724.415
2022-09-12T19:15:00+09:00,1724.415,1724.425,1724.02,1724.14
2022-09-12T19:16:00+09:00,1724.14,1724.29,1723.95,1724.22
2022-09-12T19:17:00+09:00,1724.22,1724.88,1724.21,1724.835
2022-09-12T19:18:00+09:00,1724.835,1724.88,1724.56,1724.64
2022-09-12T19:19:00+09:00,1724.64,1724.71,1724.345,1724.71
2022-09-12T19:20:00+09:00,1724.71,1724.865,1724.69,1724.78
2022-09-12T19:21:00+09:00,1724.78,1724.945,1724.5949999999998,1724.895
2022-09-12T19:22:00+09:00,1724.895,1724.98,1724.605,1724.9450000000002
2022-09-12T19:23:00+09:00,1724.9450000000002,1725.185,1724.9099999999999,1724.96
2022-09-12T19:24:00+09:00,1724.96,1725.45,1724.96,1725.41
2022-09-12T19:25:00+09:00,1725.41,1725.595,1725.395,1725.515
2022-09-12T19:26:00+09:00,1725.515,1725.935,1725.065,1725.105
2022-09-12T19:27:00+09:00,1725.105,1725.3200000000002,1724.885,1725.15
2022-09-12T19:28:00+09:00,1725.15,1725.295,1724.995,1725.17
2022-09-12T19:29:00+09:00,1725.17,1725.395,1725.145,1725.18
2022-09-12T19:30:00+09:00,1725.18,1725.445,1724.735,1724.735
2022-09-12T19:31:00+09:00,1724.735,1725.125,1724.735,1725.125
2022-09-12T19:32:00+09:00,1725.125,1725.87,1725.125,1725.475
2022-09-12T19:33:00+09:00,1725.475,1725.875,1725.475,1725.685
2022-09-12T19:34:00+09:00,1725.685,1726.36,1725.685,1726.035
2022-09-12T19:35:00+09:00,1726.035,1726.505,1725.92,1726.445
2022-09-12T19:36:00+09:00,1726.445,1726.8,1726.445,1726.8
2022-09-12T19:37:00+09:00,1726.8,1726.92,1726.235,1726.275
2022-09-12T19:38:00+09:00,1726.275,1726.48,1725.945,1726.025
2022-09-12T19:39:00+09:00,1726.025,1726.395,1726.025,1726.215
2022-09-12T19:40:00+09:00,1726.215,1726.415,1725.86,1726.02
2022-09-12T19:41:00+09:00,1726.02,1726.275,1726.02,1726.275
2022-09-12T19:42:00+09:00,1726.275,1726.48,1726.175,1726.48
2022-09-12T19:43:00+09:00,1726.48,1726.77,1726.425,1726.585
2022-09-12T19:44:00+09:00,1726.585,1726.825,1726.56,1726.735
2022-09-12T19:45:00+09:00,1726.735,1726.86,1726.655,1726.815
2022-09-12T19:46:00+09:00,1726.815,1727.095,1726.71,1727.01
2022-09-12T19:47:00+09:00,1727.01,1727.17,1726.93,1727.08
2022-09-12T19:48:00+09:00,1727.08,1727.125,1726.53,1726.61
2022-09-12T19:49:00+09:00,1726.61,1726.62,1725.795,1726.23
2022-09-12T19:50:00+09:00,1726.23,1726.43,1726.035,1726.315
2022-09-12T19:51:00+09:00,1726.315,1726.83,1726.29,1726.7350000000001
2022-09-12T19:52:00+09:00,1726.7350000000001,1727.105,1726.69,1726.96
2022-09-12T19:53:00+09:00,1726.96,1727.01,1726.68,1726.845
2022-09-12T19:54:00+09:00,1726.845,1726.975,1726.715,1726.95
2022-09-12T19:55:00+09:00,1726.95,1727.44,1726.93,1727.265
2022-09-12T19:56:00+09:00,1727.265,1727.52,1727.24,1727.335
2022-09-12T19:57:00+09:00,1727.335,1727.575,1727.19,1727.32
2022-09-12T19:58:00+09:00,1727.32,1727.58,1727.18,1727.58
2022-09-12T19:59:00+09:00,1727.58,1727.6100000000001,1727.175,1727.29
2022-09-12T20:00:00+09:00,1727.29,1727.6750000000002,1727.265,1727.56
2022-09-12T20:01:00+09:00,1727.56,1727.955,1727.4499999999998,1727.955
2022-09-12T20:02:00+09:00,1727.955,1728.38,1727.915,1727.98
2022-09-12T20:03:00+09:00,1727.98,1728.325,1727.915,1727.97
2022-09-12T20:04:00+09:00,1727.97,1728.28,1727.97,1728.215
2022-09-12T20:05:00+09:00,1728.215,1728.65,1728.16,1728.23
2022-09-12T20:06:00+09:00,1728.23,1728.375,1728.13,1728.32
2022-09-12T20:07:00+09:00,1728.32,1728.5,1728.1799999999998,1728.345
2022-09-12T20:08:00+09:00,1728.345,1728.415,1727.99,1728.02
2022-09-12T20:09:00+09:00,1728.02,1728.25,1727.79,1727.885
2022-09-12T20:10:00+09:00,1727.885,1728.145,1727.77,1727.77
2022-09-12T20:11:00+09:00,1727.77,1728.2600000000002,1727.76,1728.1599999999999
2022-09-12T20:12:00+09:00,1728.1599999999999,1728.175,1727.885,1728.11
2022-09-12T20:13:00+09:00,1728.11,1728.125,1727.44,1727.555
2022-09-12T20:14:00+09:00,1727.555,1727.67,1726.935,1726.96
2022-09-12T20:15:00+09:00,1726.96,1727.175,1726.825,1726.825
2022-09-12T20:16:00+09:00,1726.825,1727.27,1726.825,1726.99
2022-09-12T20:17:00+09:00,1726.99,1727.255,1726.895,1727.03
2022-09-12T20:18:00+09:00,1727.03,1727.415,1727.03,1727.2
2022-09-12T20:19:00+09:00,1727.2,1727.4,1727.01,1727.24
2022-09-12T20:20:00+09:00,1727.24,1727.365,1726.915,1726.915
2022-09-12T20:21:00+09:00,1726.915,1727.13,1726.8899999999999,1727.065
2022-09-12T20:22:00+09:00,1727.065,1727.25,1727.005,1727.025
2022-09-12T20:23:00+09:00,1727.025,1727.2,1726.985,1727.19
2022-09-12T20:24:00+09:00,1727.19,1727.88,1727.19,1727.58
2022-09-12T20:25:00+09:00,1727.58,1727.745,1727.475,1727.72
2022-09-12T20:26:00+09:00,1727.72,1727.725,1727.485,1727.485
