timejst,open,high,low,close,volume,fee
2018-09-10 18:45:00+00:00,698140,698140,698140,698140,0.02,0
2018-09-10 19:45:00+00:00,698501,698614,698501,698614,0.47,0
2018-09-10 20:00:00+00:00,696868,696868,696868,696868,0.05,0
2018-09-10 20:30:00+00:00,700154,700154,699000,699000,0.11,0
2018-09-10 20:45:00+00:00,701200,701200,701200,701200,0.4,0
2018-09-10 21:00:00+00:00,701500,701500,701456,701500,2,0
2018-09-10 21:15:00+00:00,700880,701500,699900,701500,1.47,0
2018-09-10 21:30:00+00:00,701500,701500,701500,701500,0.72,0
2018-09-10 21:45:00+00:00,699708,699708,699708,699708,0.5,0
2018-09-10 22:00:00+00:00,698905,700258,698905,699023,2.48,0
2018-09-10 22:30:00+00:00,698884,698884,697775,697775,1.02,0
2018-09-10 22:45:00+00:00,699234,699234,699234,699234,1,0
2018-09-10 23:00:00+00:00,698067,700358,698067,700358,0.5,0
2018-09-10 23:15:00+00:00,699900,700500,699900,700500,0.21,0
2018-09-10 23:30:00+00:00,700500,700500,700000,700000,0.49,0
2018-09-10 23:45:00+00:00,699105,701441,699105,701441,0.31,0
2018-09-11 00:00:00+00:00,702000,704000,699739,700204,1.41,0
2018-09-11 01:00:00+00:00,703375,704800,702909,704800,2.31,0
2018-09-11 01:15:00+00:00,705600,705600,702672,702672,0.1,0
2018-09-11 01:45:00+00:00,705800,709000,705800,709000,2.02,0
2018-09-11 02:00:00+00:00,709870,710000,707878,709043,22.85,0
2018-09-11 02:15:00+00:00,706124,706915,705827,705827,2.03,0
2018-09-11 02:30:00+00:00,707832,707832,706745,706745,0.4,0
2018-09-11 02:45:00+00:00,707515,707515,706511,706511,0.04,0
2018-09-11 03:00:00+00:00,708588,708588,708588,708588,0.01,0
2018-09-11 03:30:00+00:00,708750,708750,708750,708750,0.22,0
2018-09-11 03:45:00+00:00,708758,709816,708186,708612,1.29,0
2018-09-11 04:00:00+00:00,706746,708012,705516,705516,2.49,0
2018-09-11 04:15:00+00:00,707000,707000,707000,707000,0.15,0
2018-09-11 04:45:00+00:00,705885,705885,705147,705147,0.35,0
2018-09-11 05:00:00+00:00,703203,705052,703203,703965,1,0
2018-09-11 06:00:00+00:00,706164,707000,706164,707000,0.21,0
2018-09-11 06:15:00+00:00,706766,707929,706766,707929,0.02,0
2018-09-11 06:30:00+00:00,706863,708119,706863,708119,0.17,0
2018-09-11 06:45:00+00:00,706666,706666,706666,706666,0.1,0
2018-09-11 07:00:00+00:00,704767,704767,704000,704000,1.51,0
2018-09-11 07:15:00+00:00,704000,704000,704000,704000,0.59,0
2018-09-11 07:45:00+00:00,704000,704180,704000,704180,0.52,0
2018-09-11 08:00:00+00:00,704222,704222,704222,704222,0.02,0
2018-09-11 08:15:00+00:00,704100,704100,704100,704100,0.03,0
2018-09-11 08:30:00+00:00,704119,705144,704057,705144,0.36,0
2018-09-11 09:00:00+00:00,704588,704588,704556,704556,0.07,0
2018-09-11 09:15:00+00:00,703528,705256,703528,705000,5.57,0
2018-09-11 09:30:00+00:00,703772,705000,703772,705000,0.04,0
2018-09-11 09:45:00+00:00,705488,706000,705488,706000,2.52,0
2018-09-11 10:00:00+00:00,705110,705110,705110,705110,0.02,0
2018-09-11 10:15:00+00:00,704442,704442,703000,703000,2.38,0
2018-09-11 10:30:00+00:00,704500,704500,703343,704500,4.03,0
2018-09-11 10:45:00+00:00,702647,704064,702647,704064,2.5,0
2018-09-11 11:00:00+00:00,703382,704117,703382,704081,0.13,0
2018-09-11 11:15:00+00:00,703500,703500,697747,697860,7.67,0
2018-09-11 11:30:00+00:00,697747,698794,695000,698779,13.99,0
2018-09-11 11:45:00+00:00,698100,699000,697100,699000,7.65,0
2018-09-11 12:00:00+00:00,698900,700000,697500,700000,2.47,0
2018-09-11 12:15:00+00:00,698000,698000,697500,697500,2.85,0
2018-09-11 12:30:00+00:00,697500,699721,697500,699500,4.95,0
2018-09-11 12:45:00+00:00,699063,699063,699000,699051,0.07,0
2018-09-11 13:00:00+00:00,699500,699682,699492,699682,0.54,0
2018-09-11 13:15:00+00:00,700000,700570,699823,699823,2.01,0
2018-09-11 13:30:00+00:00,699823,700276,699023,700276,0.15,0
2018-09-11 13:45:00+00:00,700276,700276,699023,699807,0.53,0
2018-09-11 14:00:00+00:00,699794,700881,699100,700000,1.19,0
2018-09-11 14:15:00+00:00,700200,700499,699999,700400,1.9,0
2018-09-11 14:30:00+00:00,700400,700400,699400,699400,1.6,0
2018-09-11 14:45:00+00:00,700000,700000,690700,690700,2.29,0
2018-09-11 15:00:00+00:00,691789,696000,690702,695990,5.8,0
2018-09-11 15:15:00+00:00,696987,696987,694471,695862,4.81,0
2018-09-11 15:30:00+00:00,694174,695605,694174,695605,3,0
2018-09-11 15:45:00+00:00,695722,697347,694635,697347,3.05,0
2018-09-11 16:00:00+00:00,697050,697363,697050,697363,1.01,0
2018-09-11 16:15:00+00:00,696769,699028,696769,699028,0.02,0
2018-09-11 17:00:00+00:00,696661,697748,696661,697748,1,0
2018-09-11 17:30:00+00:00,696543,696543,696000,696000,0.05,0
2018-09-11 17:45:00+00:00,697000,697000,697000,697000,0.01,0
2018-09-11 18:00:00+00:00,695500,695500,695500,695500,0.05,0
2018-09-11 18:15:00+00:00,694368,694368,693530,693530,0.32,0
2018-09-11 18:30:00+00:00,694059,696264,694059,696264,0.02,0
2018-09-11 18:45:00+00:00,697193,697193,697024,697024,0.04,0
2018-09-11 19:15:00+00:00,696337,698800,696337,698800,0.03,0
2018-09-11 19:30:00+00:00,697851,697851,696764,696764,0.5,0
2018-09-11 19:45:00+00:00,698800,700662,698800,700662,1.37,0
2018-09-11 20:15:00+00:00,696350,696389,696350,696389,2.1,0
2018-09-11 21:30:00+00:00,700960,700960,700960,700960,0.01,0
2018-09-11 21:45:00+00:00,700000,704000,700000,704000,4.54,0
2018-09-11 22:00:00+00:00,704000,704500,703000,703000,1.41,0
2018-09-11 22:15:00+00:00,703000,703000,703000,703000,0.1,0
2018-09-11 22:30:00+00:00,702363,703000,702363,703000,0.65,0
2018-09-11 22:45:00+00:00,702567,702567,702567,702567,0.04,0
2018-09-11 23:00:00+00:00,702739,702739,702667,702667,0.41,0
2018-09-11 23:45:00+00:00,700263,701000,700263,701000,0.15,0
2018-09-12 00:30:00+00:00,700238,700238,700238,700238,0.02,0
2018-09-12 00:45:00+00:00,698924,698924,698924,698924,0.02,0
2018-09-12 01:15:00+00:00,698386,698386,698386,698386,0.03,0
2018-09-12 01:45:00+00:00,697954,697954,697954,697954,0.01,0
2018-09-12 02:00:00+00:00,698954,699863,698954,699863,0.06,0
2018-09-12 02:15:00+00:00,696482,697000,695913,696632,0.22,0
2018-09-12 02:30:00+00:00,695671,697268,695671,696181,1.31,0
2018-09-12 02:45:00+00:00,697475,698572,697475,698572,0.1,0
